City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Ostrovnoy,RU,68.05,39.51,36.48,90,100,19.35,overcast clouds
340,Kysyl-Syr,RU,63.9,122.76,-2.56,91,38,6.44,scattered clouds
341,Dzhebariki-Khaya,RU,62.22,135.8,-10.82,88,0,2.26,clear sky
342,Butembo,CD,0.15,29.28,58.19,99,94,3.22,light rain
343,Ugoofaaru,MV,5.67,73.0,82.31,72,28,6.33,scattered clouds
344,Port-De-Bouc,FR,43.4,4.98,57.2,93,21,2.24,few clouds
345,Lindsay,US,36.2,-119.09,80.01,27,1,4.7,haze
346,Sakakah,SA,29.97,40.21,75.2,22,0,4.7,clear sky
347,Tayu,ID,-6.54,111.05,77.74,82,100,2.64,light rain
348,Pangai,TO,-19.8,-174.35,77.0,83,75,18.34,broken clouds
349,Maningrida,AU,-12.07,134.27,75.78,61,62,3.8,broken clouds
350,Bandar-E Anzali,IR,37.47,49.46,59.0,100,0,0.51,mist
351,Maragogi,BR,-9.01,-35.22,78.58,79,74,11.56,broken clouds
352,Luau,AO,-10.71,22.22,67.66,70,8,4.03,clear sky
353,Ipiau,BR,-14.14,-39.73,74.07,95,100,1.12,overcast clouds
354,Longyearbyen,SJ,78.22,15.64,32.0,93,0,24.16,clear sky
355,Tyukalinsk,RU,55.87,72.2,33.67,92,100,10.67,overcast clouds
356,Sao Filipe,CV,14.9,-24.5,79.23,77,38,10.49,scattered clouds
357,Porto Novo,BJ,6.5,2.6,80.01,85,73,8.01,broken clouds
358,Campbell River,CA,50.02,-125.24,50.0,76,75,2.24,broken clouds
359,Launceston,AU,-41.45,147.17,53.01,93,40,5.82,mist
360,Tura,IN,25.52,90.22,69.48,96,98,1.99,overcast clouds
361,Marawi,PH,8.0,124.29,75.99,90,100,3.0,light rain
362,Hastings,GB,50.86,0.57,61.0,96,100,11.01,light rain
363,San Carlos Del Zulia,VE,9.0,-71.91,90.18,56,0,1.79,clear sky
364,Pasni,PK,25.26,63.47,74.98,50,0,6.51,clear sky
365,Neuquen,AR,-38.95,-68.06,89.6,18,0,5.82,clear sky
366,Galesong,ID,-5.32,119.37,79.66,81,42,7.05,moderate rain
367,Shiyan,CN,32.65,110.78,52.5,60,20,4.21,few clouds
368,Champerico,GT,14.3,-91.92,89.6,59,40,6.93,scattered clouds
369,Changji,CN,44.02,87.32,37.4,59,0,4.47,clear sky
370,Yurginskoye,RU,56.82,67.39,26.83,98,14,6.58,few clouds
371,Grand Gaube,MU,-20.01,57.66,66.99,69,40,1.99,scattered clouds
372,Ponazyrevo,RU,58.36,46.31,28.71,97,0,3.04,clear sky
373,Sayat,TM,38.78,63.88,50.0,39,0,6.93,clear sky
374,Saint-Georges,GD,12.06,-61.75,77.0,94,75,16.11,light rain
375,Rocha,UY,-34.48,-54.33,63.19,58,0,7.87,clear sky
376,Porto Walter,BR,-8.27,-72.74,89.38,42,90,3.31,overcast clouds
377,Basco,PH,20.45,121.97,80.11,81,100,28.39,overcast clouds
378,Batagay,RU,67.63,134.63,-12.71,87,97,4.29,overcast clouds
379,Visnes,NO,59.36,5.22,53.01,76,75,27.51,light rain
380,Serabu,SL,7.8,-12.05,76.03,93,8,3.36,clear sky
381,Ust-Nera,RU,64.57,143.2,-14.85,80,45,4.92,scattered clouds
382,Amga,RU,60.9,131.96,-13.97,88,41,1.88,scattered clouds
383,Lincoln,US,40.8,-96.67,50.0,31,1,8.05,clear sky
384,Magadan,RU,59.57,150.8,29.39,94,100,10.56,overcast clouds
385,Kalabo,ZM,-14.97,22.68,80.13,22,94,1.34,overcast clouds
386,Bobcaygeon,CA,44.55,-78.54,44.6,81,90,19.46,overcast clouds
387,Warrington,GB,53.39,-2.58,62.6,82,40,18.34,light intensity shower rain
388,Jardim,BR,-21.48,-56.14,83.14,45,42,7.05,scattered clouds
389,Chepareria,KE,1.31,35.2,63.43,65,89,5.68,overcast clouds
390,Lagoa,PT,39.05,-27.98,64.6,78,100,20.02,light rain
391,General Jose Eduvigis Diaz,PY,-27.17,-58.42,84.2,23,0,14.99,clear sky
392,Hanna,CA,51.63,-111.9,57.2,46,66,9.17,broken clouds
393,Upington,ZA,-28.45,21.26,78.8,27,0,4.7,clear sky
394,Sarevere,EE,58.79,25.43,45.0,96,2,3.0,clear sky
395,Ketchikan,US,55.34,-131.65,53.6,100,90,28.86,mist
396,Kvarkeno,RU,52.08,59.73,39.58,85,91,13.56,overcast clouds
397,Manjacaze,MZ,-24.71,33.88,68.29,85,99,4.29,overcast clouds
398,Samarai,PG,-10.62,150.67,81.32,83,100,8.12,overcast clouds
399,Denpasar,ID,-8.65,115.22,77.9,83,79,5.21,broken clouds
400,Karratha,AU,-20.74,116.85,73.56,70,100,12.15,overcast clouds
401,Stephenville,US,32.22,-98.2,71.6,38,1,10.29,clear sky
402,Asfi,MA,32.3,-9.24,68.0,78,0,16.67,clear sky
403,Carutapera,BR,-1.2,-46.02,82.94,69,0,8.25,clear sky
404,Show Low,US,34.25,-110.03,71.01,22,1,6.93,clear sky
405,Rawson,AR,-43.3,-65.1,88.21,13,0,11.1,clear sky
406,Zeven,DE,53.3,9.28,61.0,67,100,17.0,overcast clouds
407,Nagato,JP,34.38,131.2,64.4,88,75,4.7,light intensity shower rain
408,Dzilam Gonzalez,MX,21.28,-88.93,78.57,74,76,11.36,broken clouds
409,Calama,CL,-22.47,-68.93,73.4,12,0,24.16,clear sky
410,Magistralnyy,RU,56.17,107.45,13.73,89,0,2.26,clear sky
411,Upata,VE,8.01,-62.4,93.0,54,81,4.74,moderate rain
412,Jijiga,ET,9.35,42.8,60.93,62,0,9.06,clear sky
413,Hengshui,CN,37.73,115.7,44.69,53,0,7.56,clear sky
414,Tabas,IR,33.6,56.92,60.8,23,0,6.93,clear sky
415,Nurota,UZ,40.56,65.69,42.8,28,99,4.7,overcast clouds
416,Thinadhoo,MV,0.53,72.93,83.35,74,99,10.11,overcast clouds
417,Zharkent,KZ,44.16,80.0,40.57,55,100,1.88,overcast clouds
418,Praia,CV,14.92,-23.51,80.6,57,40,9.17,scattered clouds
419,Winkler,CA,49.18,-97.94,37.4,47,9,11.41,clear sky
420,Goderich,CA,43.75,-81.72,37.4,59,100,25.28,overcast clouds
421,Nanakuli,US,21.39,-158.15,80.6,69,1,5.82,clear sky
422,Bathsheba,BB,13.22,-59.52,84.2,74,75,20.8,broken clouds
423,Chalmette,US,29.94,-89.96,75.0,49,1,11.41,clear sky
424,Emerald,AU,-23.53,148.17,66.2,48,0,9.17,clear sky
425,Camara De Lobos,PT,32.63,-16.97,69.8,83,20,4.7,few clouds
426,Taua,BR,-5.97,-40.3,91.42,36,57,0.63,broken clouds
427,Coralville,US,41.68,-91.58,42.8,33,1,23.04,clear sky
428,Wittmund,DE,53.57,7.78,62.01,77,73,13.87,broken clouds
429,Assai,BR,-23.37,-50.84,82.4,37,40,4.7,scattered clouds
430,Fez,MA,34.04,-5.0,68.0,49,0,9.17,clear sky
431,Altayskoye,RU,51.95,85.33,32.2,91,0,3.83,clear sky
432,Pontal Do Parana,BR,-25.65,-48.51,68.0,52,40,11.41,scattered clouds
433,Nome,US,64.5,-165.41,12.2,85,75,4.88,broken clouds
434,Ambilobe,MG,-13.2,49.05,71.26,73,51,5.88,broken clouds
435,Minab,IR,27.15,57.08,69.8,73,0,6.93,clear sky
436,Sao Joao Da Barra,BR,-21.64,-41.05,73.4,69,75,23.04,broken clouds
437,Ca Mau,VN,9.18,105.15,76.01,92,100,3.24,overcast clouds
438,Alice Springs,AU,-23.7,133.88,68.0,24,0,8.05,clear sky
439,Mandurah,AU,-32.55,115.7,57.99,84,100,7.56,overcast clouds
440,Tarko-Sale,RU,64.92,77.78,30.52,98,91,18.9,overcast clouds
441,Ribeira Do Pombal,BR,-10.83,-38.54,84.63,54,97,6.08,overcast clouds
442,Kuntaur,GM,13.67,-14.88,86.31,26,36,5.12,scattered clouds
443,Deep River,CA,46.1,-77.5,44.6,81,20,9.17,few clouds
444,Colon,PA,9.36,-79.9,81.0,85,100,8.99,overcast clouds
445,Laguna,US,38.42,-121.42,77.0,30,1,4.7,clear sky
446,Naze,JP,28.37,129.48,71.6,94,75,8.05,broken clouds
447,Mentougou,CN,39.94,116.09,54.0,27,27,1.99,scattered clouds
448,Kupang,ID,-10.17,123.58,79.99,75,100,7.76,overcast clouds
449,Teya,RU,60.38,92.63,35.71,90,100,12.84,overcast clouds
450,Sambava,MG,-14.27,50.17,72.5,71,92,13.27,overcast clouds
451,Matara,LK,5.95,80.54,76.89,85,4,6.31,clear sky
452,Turayf,SA,31.67,38.66,62.6,93,75,23.04,moderate rain
453,Victor Harbor,AU,-35.57,138.62,69.01,59,95,1.01,overcast clouds
454,Vila Velha,BR,-20.33,-40.29,75.2,73,75,12.75,broken clouds
455,Khingansk,RU,49.12,131.18,24.28,99,94,2.91,light snow
456,General Pico,AR,-35.66,-63.76,80.08,26,1,10.38,clear sky
457,Pitimbu,BR,-7.47,-34.81,82.4,74,40,11.41,scattered clouds
458,Dryden,CA,49.78,-92.75,23.0,57,1,12.75,clear sky
459,Marsa Matruh,EG,31.35,27.25,70.03,58,5,9.66,clear sky
460,Nevel,RU,56.02,29.93,38.64,91,40,4.41,scattered clouds
461,The Valley,AI,18.22,-63.06,86.0,66,20,18.34,few clouds
462,Chinsali,ZM,-10.54,32.08,65.25,73,51,4.43,broken clouds
463,Tyrma,RU,50.08,132.17,29.71,97,100,1.66,overcast clouds
464,Ta Khmau,KH,11.48,104.95,80.6,83,20,6.93,few clouds
465,Hay River,CA,60.82,-115.8,19.4,92,100,16.11,overcast clouds
466,At-Bashi,KG,41.17,75.81,28.87,63,17,1.61,few clouds
467,Luancheng,CN,37.88,114.65,44.6,52,0,8.95,clear sky
468,Le Port,RE,-20.94,55.29,66.2,77,75,5.82,broken clouds
469,Minanga,PH,17.76,121.73,75.69,95,100,1.7,overcast clouds
470,Berlevag,NO,70.86,29.09,37.4,86,0,18.34,clear sky
471,Shimoda,JP,34.67,138.95,52.0,86,38,4.85,scattered clouds
472,Plettenberg Bay,ZA,-34.05,23.37,63.23,86,0,9.31,clear sky
473,Norwich,GB,52.63,1.3,63.0,87,100,23.04,overcast clouds
474,Kuryk,KZ,43.2,51.65,59.4,33,0,4.92,clear sky
475,Lunino,RU,53.59,45.23,44.01,86,100,8.37,moderate rain
476,Aransas Pass,US,27.91,-97.15,82.4,34,1,9.17,clear sky
477,Belaya Gora,RU,68.53,146.42,-12.78,86,54,6.96,broken clouds
478,Yerbogachen,RU,61.28,108.01,5.9,93,0,7.78,clear sky
479,Muros,ES,42.78,-9.06,66.0,91,100,14.0,overcast clouds
480,Rudbar,AF,30.15,62.6,52.12,35,0,3.2,clear sky
481,Kirovskiy,RU,45.09,133.51,34.84,86,0,5.3,clear sky
482,Kapoeta,SS,4.77,33.59,82.83,45,9,10.2,clear sky
483,Camalu,MX,30.85,-116.07,87.01,7,0,5.99,clear sky
484,Elk Point,US,42.68,-96.68,45.0,43,0,7.0,clear sky
485,Tual,ID,-5.67,132.75,83.7,71,100,15.23,overcast clouds
486,Henties Bay,NA,-22.12,14.28,55.99,90,80,1.83,broken clouds
487,Bisira,PA,8.52,-81.71,60.58,100,100,3.47,moderate rain
488,Heyang,CN,26.1,107.47,49.17,90,100,7.92,light rain
489,Abu Ghosh,IL,31.81,35.11,75.2,69,20,5.82,light rain
490,Alekseyevka,RU,50.63,38.69,49.21,84,3,7.4,clear sky
491,Sain Alto,MX,23.58,-103.25,73.35,23,1,14.34,clear sky
492,Esperance,AU,-33.87,121.9,62.6,100,90,8.05,moderate rain
493,Banikoara,BJ,11.3,2.44,80.92,25,0,3.69,clear sky
494,Santa Margherita Ligure,IT,44.33,9.21,60.01,95,86,5.21,overcast clouds
495,Pilar,BR,-9.6,-35.96,82.4,69,0,20.8,clear sky
496,Yashkul,RU,46.17,45.34,55.96,53,0,9.44,clear sky
497,Dingle,PH,11.0,122.67,75.65,88,100,5.5,overcast clouds
498,Elbistan,TR,38.21,37.2,45.28,54,56,0.13,broken clouds
499,Mendoza,AR,-32.89,-68.83,87.8,14,0,9.17,clear sky
500,Tadine,NC,-21.55,167.88,76.46,78,7,14.72,clear sky
501,Coxim,BR,-18.51,-54.76,88.18,36,0,11.32,clear sky
502,Walvis Bay,NA,-22.96,14.51,55.99,82,13,4.7,few clouds
503,Agramonte,CU,22.68,-81.12,86.0,74,40,10.29,scattered clouds
504,Sovetskaya Gavan,RU,48.97,140.29,38.93,81,76,4.47,broken clouds
505,Chapais,CA,49.78,-74.85,32.0,99,90,11.41,light snow
506,Minot,US,48.23,-101.3,48.2,34,1,16.11,clear sky
507,Rock Sound,BS,24.9,-76.2,82.06,78,43,10.13,scattered clouds
508,Port Blair,IN,11.67,92.75,80.19,79,80,3.49,broken clouds
509,Boyolangu,ID,-8.12,111.89,75.15,87,100,1.95,light rain
510,Razdolinsk,RU,58.42,94.67,32.02,99,100,11.34,overcast clouds
511,Thaba-Tseka,LS,-29.52,28.61,43.83,84,100,0.16,overcast clouds
512,Gilgit,PK,35.92,74.31,52.84,35,0,3.53,clear sky
513,Beringovskiy,RU,63.05,179.32,23.18,96,100,4.16,overcast clouds
514,Novyy Nekouz,RU,57.9,38.07,33.76,92,79,6.89,broken clouds
515,Minokamo,JP,35.48,137.02,56.55,58,85,4.76,overcast clouds
516,Zehdenick,DE,52.98,13.33,57.0,83,97,3.0,overcast clouds
517,Tautira,PF,-17.73,-149.15,82.4,69,75,3.36,shower rain
518,Bocanda,CI,7.06,-4.5,77.04,84,0,4.85,clear sky
519,Fort Nelson,CA,58.81,-122.7,15.8,78,90,11.41,light snow
520,Sechura,PE,-5.56,-80.82,74.86,55,58,15.55,broken clouds
521,Vanimo,PG,-2.67,141.3,78.71,81,99,4.74,overcast clouds
522,Diebougou,BF,10.97,-3.25,83.93,25,0,2.77,clear sky
523,Mankera,PK,31.39,71.44,69.51,21,0,5.55,clear sky
524,Santa Cruz,BO,-17.8,-63.17,93.2,21,0,14.99,clear sky
525,Labuhan,ID,-6.88,112.21,77.7,83,69,4.47,moderate rain
526,Hargeysa,SO,9.56,44.06,64.4,68,0,11.23,clear sky
527,Laukaa,RU,58.74,29.85,35.69,94,0,5.35,clear sky
528,Mayumba,GA,-3.43,10.66,74.98,93,100,4.61,light rain
529,Guacimo,CR,10.21,-83.68,72.0,88,75,5.82,broken clouds
530,Komsomolskiy,UZ,40.43,71.72,46.4,39,100,6.93,mist
531,Jishou,CN,28.32,109.72,55.33,81,100,2.82,light rain
532,Synya,RU,65.37,58.04,27.36,97,100,5.95,overcast clouds
533,Corpus Christi,US,27.8,-97.4,80.6,39,20,16.11,few clouds
534,Serro,BR,-18.6,-43.38,67.41,91,88,4.65,overcast clouds
535,Hohhot,CN,40.81,111.65,28.4,42,0,4.47,clear sky
536,Tahe,CN,52.33,124.73,11.59,93,100,12.21,overcast clouds
537,Iwanai,JP,42.97,140.51,52.16,90,90,5.28,overcast clouds
538,Coahuayana,MX,18.73,-103.68,90.14,52,0,5.86,clear sky
539,Tuban,ID,-6.9,112.06,77.43,83,85,3.67,moderate rain
540,Ventersburg,ZA,-28.09,27.14,51.46,92,67,6.42,broken clouds
541,Natitingou,BJ,10.3,1.38,78.1,36,0,3.36,clear sky
542,Bundaberg,AU,-24.85,152.35,71.01,100,90,6.93,overcast clouds
543,Agde,FR,43.31,3.48,50.0,93,66,3.8,broken clouds
544,Abapo,BO,-18.83,-63.47,87.39,17,0,8.66,clear sky
545,Mahajanga,MG,-15.72,46.32,78.8,69,20,5.82,few clouds
546,Omboue,GA,-1.57,9.26,74.97,93,99,2.68,overcast clouds
547,Azangaro,PE,-14.92,-70.22,68.0,15,40,6.93,scattered clouds
548,Adelanto,US,34.58,-117.41,79.0,12,83,1.99,broken clouds
549,Yamada,JP,39.47,141.95,56.77,83,100,9.8,light rain
550,Kabare,CD,-2.47,28.82,62.13,83,100,1.3,overcast clouds
551,Oranjemund,NA,-28.55,16.43,63.63,64,0,10.49,clear sky
552,Ust-Karsk,RU,52.7,118.81,16.34,74,100,9.37,overcast clouds
553,Gurlan,UZ,41.84,60.39,44.6,45,0,4.7,clear sky
554,Gizo,SB,-8.1,156.84,83.23,75,30,7.85,light rain
555,Panticeu,RO,47.03,23.57,37.4,93,0,2.24,clear sky
556,Qasigiannguit,GL,68.82,-51.19,19.4,62,100,9.17,light snow
557,Sosenskiy,RU,54.06,35.96,41.0,93,100,6.71,light rain
558,San Policarpo,PH,12.18,125.51,77.31,86,98,3.8,overcast clouds
559,Malakal,SS,9.53,31.66,75.92,78,4,3.94,clear sky
560,Arman,RU,59.7,150.17,30.52,95,100,7.63,overcast clouds
561,Gashua,NG,12.87,11.05,82.72,20,100,9.35,overcast clouds
562,Orebro,SE,59.27,15.21,52.0,87,100,9.17,overcast clouds
563,Urucara,BR,-2.54,-57.76,94.39,42,49,4.52,scattered clouds
564,Hukuntsi,BW,-24.0,21.75,78.03,36,100,5.41,overcast clouds
565,Alghero,IT,40.56,8.32,59.0,93,20,2.24,few clouds
566,Namibe,AO,-15.2,12.15,73.54,70,88,5.17,overcast clouds
567,Sibu,MY,2.3,111.82,75.2,94,40,2.24,heavy intensity rain
568,Tiznit,MA,29.58,-9.5,71.87,28,0,1.88,clear sky
569,Henderson,US,36.04,-114.98,81.0,8,1,11.41,clear sky
570,Toucheng,TW,24.86,121.82,75.2,78,20,10.29,few clouds
571,Umm Lajj,SA,25.02,37.27,80.28,61,64,5.93,broken clouds
572,Zhigansk,RU,66.77,123.37,-3.39,92,82,16.64,broken clouds
573,Tongren,CN,27.72,109.19,55.17,80,100,3.4,light rain
574,Pochutla,MX,15.74,-96.47,90.0,57,0,8.01,clear sky
575,Jacqueville,CI,5.21,-4.41,82.4,83,40,8.05,thunderstorm
576,Saurimo,AO,-9.66,20.39,68.81,80,78,2.37,broken clouds
577,Roma,US,43.21,-75.46,48.2,70,90,21.92,light rain
578,Palana,RU,59.12,159.97,29.79,93,97,6.6,overcast clouds
579,Leningradskiy,RU,69.38,178.42,14.13,81,91,5.75,overcast clouds
580,Aykhal,RU,66.0,111.5,3.2,84,0,6.71,clear sky
581,Dorverden,DE,52.85,9.23,61.0,87,75,14.99,broken clouds
582,Husavik,IS,66.04,-17.34,39.2,51,40,12.75,scattered clouds
583,Jakar,BT,27.55,90.75,45.37,70,6,3.27,clear sky
584,Vaxjo,SE,56.88,14.81,50.0,93,100,8.05,overcast clouds
585,Pangnirtung,CA,66.15,-65.71,17.6,67,75,3.62,shower rain
586,Moa,CU,20.66,-74.94,83.7,71,100,14.05,overcast clouds
587,Manta,EC,-0.95,-80.73,82.4,65,40,10.29,scattered clouds
588,Luganville,VU,-15.53,167.17,78.8,83,75,12.06,broken clouds
589,Koszeg,HU,47.39,16.54,51.01,95,100,6.29,light rain
590,Zheleznodorozhnyy,RU,55.75,38.0,39.2,100,90,8.95,light rain
591,Labuan,MY,5.28,115.24,78.8,83,20,5.82,few clouds
592,Dukat,RU,62.55,155.55,11.5,94,100,4.9,overcast clouds
593,Chulym,RU,55.1,80.96,35.58,90,100,11.68,overcast clouds
594,Atar,MR,20.52,-13.05,84.99,15,100,8.63,overcast clouds
595,Manicore,BR,-5.81,-61.3,93.76,44,57,0.58,broken clouds
596,Simcoe,CA,42.83,-80.3,39.2,64,95,11.41,overcast clouds
597,Alassio,IT,44.0,8.17,63.0,82,75,3.36,broken clouds
598,Grindavik,IS,63.84,-22.43,37.4,93,75,4.7,broken clouds
599,Necochea,AR,-38.55,-58.74,68.61,53,59,10.83,broken clouds
600,Okhotsk,RU,59.38,143.3,18.66,87,100,16.28,overcast clouds
601,Bonga,ET,7.28,36.23,60.78,89,92,1.95,light rain
602,Dohar,BD,23.59,90.15,77.0,83,75,2.48,haze
603,Keetmanshoop,NA,-26.58,18.13,84.2,9,0,5.82,clear sky
604,Hokitika,NZ,-42.72,170.97,53.64,86,100,3.36,overcast clouds
605,Madang,PG,-5.22,145.8,76.55,87,64,4.32,light rain
606,Jackson,US,42.42,-122.83,64.4,36,1,0.76,clear sky
607,Bendigo,AU,-36.77,144.28,52.0,49,90,3.2,overcast clouds
608,Wanaka,NZ,-44.7,169.15,49.1,67,100,1.01,overcast clouds
609,Oranjestad,AW,12.52,-70.03,86.0,74,20,9.17,few clouds
610,Pirenopolis,BR,-15.85,-48.96,77.0,65,40,4.7,scattered clouds
611,Constitucion,CL,-35.33,-72.42,59.38,72,62,8.46,broken clouds
612,Huarmey,PE,-10.07,-78.15,68.58,65,94,9.8,overcast clouds
613,Fukue,JP,32.69,128.84,67.41,74,100,15.37,light rain
614,Lenine,UA,45.3,35.78,51.91,76,62,14.05,broken clouds
615,Saint-Augustin,CA,51.23,-58.65,37.11,76,100,21.27,overcast clouds
616,Traverse City,US,44.76,-85.62,33.8,74,90,33.33,light rain
617,Jaguarari,BR,-10.26,-40.2,80.31,63,64,4.03,broken clouds
618,Sukhumi,GE,43.0,41.02,61.65,86,100,11.72,light rain
619,Feldru,RO,47.28,24.6,28.99,83,0,0.96,light rain
620,Jiamusi,CN,46.83,130.35,31.73,88,0,12.21,clear sky
621,Cookeville,US,36.16,-85.5,59.0,30,1,17.22,clear sky
622,Umm Kaddadah,SD,13.6,26.69,85.37,19,0,16.35,clear sky
623,Lashio,MM,22.93,97.75,65.21,99,100,1.1,overcast clouds
624,Waipawa,NZ,-41.41,175.52,57.99,82,100,9.17,overcast clouds
625,Flin Flon,CA,54.77,-101.86,30.2,80,75,12.75,broken clouds
626,Mana,GF,5.66,-53.78,84.43,70,100,13.44,overcast clouds
627,Dunedin,NZ,-45.87,170.5,52.0,58,100,1.01,overcast clouds
628,Westport,US,41.14,-73.36,53.6,81,90,12.75,moderate rain
629,Wembley,AU,-31.93,115.8,59.0,87,0,5.82,clear sky
630,Malidong,PH,13.01,123.46,78.55,83,100,3.85,light rain
631,Seymchan,RU,62.88,152.43,9.55,93,100,0.67,overcast clouds
632,Innisfail,AU,-17.53,146.03,70.09,85,12,4.45,few clouds
633,Harwich,GB,51.94,1.28,63.0,85,100,10.0,overcast clouds
634,Kaberamaido,UG,1.74,33.16,70.29,76,58,1.14,broken clouds
635,Meulaboh,ID,4.14,96.13,76.37,87,100,2.93,overcast clouds
636,Fecamp,FR,49.76,0.37,64.4,88,90,18.34,overcast clouds
637,Wajir,KE,1.75,40.06,82.99,56,59,13.51,broken clouds
638,Huambo,AO,-12.78,15.74,64.9,75,83,4.21,light rain
639,Lamar,US,33.67,-95.58,70.0,32,1,16.11,clear sky
640,Inhambane,MZ,-23.86,35.38,75.2,69,40,2.24,scattered clouds
641,Manggar,ID,-2.88,108.27,78.42,84,100,6.58,light rain
642,Shaoguan,CN,24.8,113.58,66.47,78,84,3.96,broken clouds
643,Nioro,GM,13.35,-15.75,83.46,37,0,4.52,clear sky
644,Kirkland Lake,CA,48.14,-80.04,33.8,97,100,11.88,light rain
645,Savannah Bight,HN,16.45,-85.85,84.2,79,40,4.7,scattered clouds
646,Gamba,GA,-2.65,10.0,76.08,90,100,2.46,overcast clouds
647,Cerrito,CO,6.84,-72.69,77.0,61,75,3.36,broken clouds
648,Ninohe,JP,40.27,141.31,53.6,71,75,4.7,light rain
649,Turangi,NZ,-39.0,175.93,62.01,73,100,1.99,overcast clouds
650,Ampanihy,MG,-24.7,44.75,68.67,73,3,12.01,clear sky
651,Oriximina,BR,-1.77,-55.87,95.41,36,5,3.94,clear sky
652,Armeria,MX,18.93,-103.97,86.0,79,20,11.41,few clouds
653,Fria,GN,10.42,-13.58,74.19,94,25,3.04,scattered clouds
654,Dabakala,CI,8.37,-4.43,79.41,65,0,4.12,clear sky
655,Arkhangelsk,RU,64.54,40.54,30.2,92,75,4.47,broken clouds
656,Coro,VE,11.4,-69.67,85.53,72,97,12.46,overcast clouds
657,Broome,US,42.25,-75.83,48.99,87,90,14.99,overcast clouds
658,Beira,MZ,-19.84,34.84,75.2,83,20,8.05,few clouds
659,Bayanday,RU,53.07,105.51,12.51,89,0,1.12,clear sky
660,Marigot,MF,18.07,-63.08,86.0,62,20,13.87,few clouds
661,Fort Morgan,US,40.25,-103.8,60.8,26,1,3.49,clear sky
662,Tarakan,ID,3.3,117.63,76.39,88,100,8.63,overcast clouds
663,Vestmanna,FO,62.16,-7.17,42.8,100,99,2.24,light rain
664,Muheza,TZ,-5.17,38.78,71.13,92,28,1.88,light rain
665,Constantine,DZ,36.37,6.61,59.0,62,0,1.12,clear sky
666,Farafenni,GM,13.57,-15.6,85.41,30,1,4.79,clear sky
667,Puerto Del Rosario,ES,28.5,-13.86,71.6,83,20,18.34,few clouds
668,Kampene,CD,-3.6,26.67,69.57,94,2,0.47,clear sky
669,Lagunas,PE,-5.23,-75.68,93.18,39,62,4.07,broken clouds
670,Marakkanam,IN,12.2,79.95,79.86,77,54,4.52,broken clouds
671,Nadvoitsy,RU,63.87,34.32,33.15,95,98,7.7,overcast clouds
672,Snezhnogorsk,RU,69.19,33.25,35.6,93,75,4.47,broken clouds
673,Gimli,CA,50.63,-96.99,28.4,63,100,18.34,overcast clouds
674,Fojnica,BA,43.96,17.9,44.6,100,73,1.12,broken clouds
675,Gonbad-E Qabus,IR,37.25,55.17,72.32,28,96,5.68,overcast clouds
676,Grand Baie,MU,-20.02,57.58,66.99,69,28,1.99,scattered clouds
677,Chartres,FR,48.42,1.5,63.0,96,100,13.0,overcast clouds
678,Muisne,EC,0.6,-80.03,82.4,78,40,13.87,scattered clouds
679,Cervo,ES,43.67,-7.41,69.01,92,16,10.0,few clouds
680,Ayan,RU,56.45,138.17,26.82,98,100,21.03,snow
