City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Praia,CV,2020-10-31 16:48:36,14.92,-23.51,84.2,66,75,25.28
292,Nome,US,2020-10-31 16:48:22,64.5,-165.41,14.0,85,1,8.05
293,Castro,BR,2020-10-31 16:48:37,-24.79,-50.01,61.84,75,99,6.24
294,Tigil,RU,2020-10-31 16:48:37,57.8,158.67,32.38,89,100,5.03
295,Floro,NO,2020-10-31 16:48:37,61.6,5.03,53.6,40,75,23.04
296,Henties Bay,NA,2020-10-31 16:48:37,-22.12,14.28,59.0,82,16,5.99
297,Zyryanka,RU,2020-10-31 16:48:37,65.75,150.85,2.52,94,100,6.17
298,Yerbogachen,RU,2020-10-31 16:48:37,61.28,108.01,1.87,92,0,3.53
299,Chalons-En-Champagne,FR,2020-10-31 16:48:37,48.95,4.37,60.8,77,75,13.87
300,Roald,NO,2020-10-31 16:48:37,62.58,6.13,48.2,70,0,3.36
301,Georgetown,MY,2020-10-31 16:45:01,5.41,100.34,82.4,88,40,11.41
302,Puerto Escondido,MX,2020-10-31 16:46:08,15.85,-97.07,84.2,70,5,2.24
303,Sao Joao Do Piaui,BR,2020-10-31 16:48:38,-8.36,-42.25,92.77,41,99,8.37
304,Broken Hill,AU,2020-10-31 16:44:01,-31.95,141.43,53.6,81,0,5.82
305,Harlingen,US,2020-10-31 16:45:22,26.19,-97.7,75.99,56,1,3.36
306,Jinchang,CN,2020-10-31 16:48:38,38.5,102.17,40.05,58,39,4.65
307,Coahuayana,MX,2020-10-31 16:48:38,18.73,-103.68,77.0,78,40,13.87
308,Roblin,CA,2020-10-31 16:45:03,51.23,-101.36,22.75,89,100,27.38
309,Morondava,MG,2020-10-31 16:48:38,-20.28,44.28,80.11,69,23,11.68
310,Lasa,IT,2020-10-31 16:48:38,46.62,10.7,52.0,46,20,5.82
311,Husavik,IS,2020-10-31 16:48:38,66.04,-17.34,41.0,71,0,10.29
312,Moron,AR,2020-10-31 16:48:38,-34.65,-58.62,75.99,31,0,3.91
313,Lagoa,PT,2020-10-31 16:48:39,39.05,-27.98,68.65,92,81,25.88
314,Matagami,CA,2020-10-31 16:48:39,49.75,-77.63,28.4,74,1,10.29
315,Kodinsk,RU,2020-10-31 16:48:39,58.69,99.18,5.99,93,0,2.1
316,Bela,IN,2020-10-31 16:48:39,25.93,81.98,74.17,27,50,4.45
317,Kirkwall,GB,2020-10-31 16:43:44,58.98,-2.96,55.4,82,100,41.38
318,Svetlaya,RU,2020-10-31 16:48:39,46.54,138.33,41.05,69,100,3.47
319,Boa Vista,BR,2020-10-31 16:46:11,2.82,-60.67,91.4,52,75,5.82
320,Semey,KZ,2020-10-31 16:48:39,50.41,80.23,35.26,83,0,6.2
321,Dingle,PH,2020-10-31 16:48:39,11.0,122.67,75.61,84,100,6.11
322,Bathsheba,BB,2020-10-31 16:48:39,13.22,-59.52,84.2,79,75,14.99
323,Ta Khmau,KH,2020-10-31 16:48:40,11.48,104.95,82.4,88,40,1.12
324,Marzuq,YE,2020-10-31 16:48:40,14.4,46.47,68.4,38,0,2.89
325,Oktyabrskoye,RU,2020-10-31 16:48:40,43.06,44.74,55.4,76,48,2.24
326,Vestmannaeyjar,IS,2020-10-31 16:48:40,63.44,-20.27,44.6,70,20,14.99
327,Riverton,US,2020-10-31 16:48:40,40.52,-111.94,55.99,35,1,5.06
328,Abha,SA,2020-10-31 16:48:40,18.22,42.51,68.0,60,0,5.82
329,Abu Zabad,SD,2020-10-31 16:48:40,12.35,29.25,87.22,18,0,8.21
330,San Cristobal,VE,2020-10-31 16:48:41,7.77,-72.22,86.0,58,40,4.7
331,Srandakan,ID,2020-10-31 16:48:41,-7.94,110.25,77.31,85,61,4.27
332,Tiksi,RU,2020-10-31 16:48:41,71.69,128.87,0.91,93,65,3.67
333,Namatanai,PG,2020-10-31 16:48:41,-3.67,152.43,80.22,78,98,6.38
334,Bagotville,AU,2020-10-31 16:48:41,-28.98,153.42,64.4,82,0,6.93
335,Deep River,CA,2020-10-31 16:48:41,46.1,-77.5,35.6,51,1,3.36
336,Garowe,SO,2020-10-31 16:48:41,8.41,48.48,79.45,58,0,19.77
337,Fort Nelson,CA,2020-10-31 16:45:29,58.81,-122.7,14.0,92,75,2.24
338,Tumen,CN,2020-10-31 16:48:41,42.97,129.84,43.27,72,80,2.42
339,Qostanay,KZ,2020-10-31 16:48:42,53.17,63.58,35.6,79,0,8.95
340,Santa Maria,BR,2020-10-31 16:46:48,-29.68,-53.81,71.6,56,75,13.87
341,Nikel,RU,2020-10-31 16:48:42,69.41,30.22,30.2,74,88,26.4
342,Akdepe,TM,2020-10-31 16:48:42,42.06,59.38,48.2,39,4,9.17
343,Dolores,AR,2020-10-31 16:48:42,-36.31,-57.68,69.71,44,0,3.31
344,Zaysan,KZ,2020-10-31 16:48:42,47.47,84.87,32.95,86,0,2.08
345,Pandan,PH,2020-10-31 16:48:42,14.05,124.17,81.5,86,100,41.63
346,Waverly,US,2020-10-31 16:48:42,42.74,-84.62,46.0,52,1,14.36
347,Minab,IR,2020-10-31 16:48:43,27.15,57.08,71.6,78,0,4.7
348,Carbondale,US,2020-10-31 16:48:43,37.73,-89.22,55.99,50,1,6.93
349,Lerwick,GB,2020-10-31 16:48:43,60.15,-1.15,53.6,93,100,43.62
350,Sitka,US,2020-10-31 16:48:43,57.05,-135.33,50.0,87,90,23.04
351,Alta,NO,2020-10-31 16:48:43,69.97,23.27,33.8,80,100,17.22
352,Ambilobe,MG,2020-10-31 16:48:43,-13.2,49.05,73.71,61,72,7.47
353,Araouane,ML,2020-10-31 16:48:43,18.9,-3.53,93.0,10,100,6.55
354,Bamiantong,CN,2020-10-31 16:48:43,44.93,130.53,42.13,83,51,9.46
355,Pangody,RU,2020-10-31 16:48:43,65.85,74.49,32.86,97,100,12.93
356,Ketchikan,US,2020-10-31 16:48:43,55.34,-131.65,46.4,93,90,12.75
357,Tuy Hoa,VN,2020-10-31 16:48:44,13.08,109.3,76.51,89,78,8.77
358,Carnarvon,AU,2020-10-31 16:48:44,-24.87,113.63,68.0,88,91,4.7
359,Temirtau,KZ,2020-10-31 16:48:44,50.05,72.95,19.4,92,0,4.47
360,Buraydah,SA,2020-10-31 16:48:44,26.33,43.98,77.0,23,0,6.93
361,Ascension,US,2020-10-31 16:48:44,30.22,-90.9,66.2,59,1,3.36
362,Riohacha,CO,2020-10-31 16:48:44,11.54,-72.91,87.01,64,76,7.47
363,Koppang,NO,2020-10-31 16:48:44,61.57,11.06,35.01,98,99,5.01
364,Gladstone,AU,2020-10-31 16:48:44,-23.85,151.25,75.2,83,40,6.93
365,Belaya Gora,RU,2020-10-31 16:48:44,68.53,146.42,-8.45,91,100,4.79
366,Gdov,RU,2020-10-31 16:48:45,58.74,27.81,43.79,86,39,5.23
367,Mandalgovi,MN,2020-10-31 16:48:45,45.76,106.27,23.29,80,0,10.74
368,Half Moon Bay,US,2020-10-31 16:48:45,37.46,-122.43,60.01,93,90,3.38
369,Benguela,AO,2020-10-31 16:48:45,-12.58,13.41,80.55,71,56,8.25
370,Maceio,BR,2020-10-31 16:48:45,-9.67,-35.74,87.8,62,40,16.11
371,Zaragoza,ES,2020-10-31 16:44:59,41.66,-0.88,70.0,52,0,9.17
372,High Level,CA,2020-10-31 16:48:45,58.52,-117.14,17.6,100,20,4.7
373,Nalut,LY,2020-10-31 16:48:45,30.33,10.85,65.61,37,0,8.68
374,Manchester,GB,2020-10-31 16:48:45,53.48,-2.24,52.0,71,95,10.29
375,Srednekolymsk,RU,2020-10-31 16:48:46,67.45,153.68,4.32,94,99,1.68
376,Jadu,LY,2020-10-31 16:48:46,31.95,12.03,58.73,82,38,5.66
377,Gojra,PK,2020-10-31 16:48:46,31.15,72.69,68.7,22,0,4.65
378,Tselinnoye,RU,2020-10-31 16:48:46,53.08,85.67,31.06,98,100,5.26
379,Pacasmayo,PE,2020-10-31 16:48:46,-7.4,-79.57,68.47,72,95,9.8
380,Mersing,MY,2020-10-31 16:48:46,2.43,103.84,77.0,94,61,2.24
381,Sagbayan,PH,2020-10-31 16:48:46,9.91,124.09,77.0,94,90,2.24
382,Yantal,RU,2020-10-31 16:48:46,56.85,105.25,19.0,92,99,6.53
383,Muskegon,US,2020-10-31 16:48:47,43.3,-86.13,46.4,56,1,12.75
384,Havelock,US,2020-10-31 16:48:47,34.88,-76.9,64.0,55,1,13.87
385,Sakaiminato,JP,2020-10-31 16:48:47,35.55,133.23,53.6,66,40,2.24
386,Novo Aripuana,BR,2020-10-31 16:48:47,-5.12,-60.38,98.06,39,93,3.4
387,Maxixe,MZ,2020-10-31 16:48:47,-23.86,35.35,77.0,69,20,11.41
388,Asheville,US,2020-10-31 16:48:47,35.6,-82.55,51.01,70,90,4.7
389,Nishihara,JP,2020-10-31 16:48:47,26.18,127.76,73.4,88,75,4.7
390,Ojinaga,MX,2020-10-31 16:48:47,29.57,-104.42,71.01,29,1,5.82
391,Alugan,PH,2020-10-31 16:48:47,12.22,125.48,81.01,80,100,16.8
392,Vangaindrano,MG,2020-10-31 16:48:47,-23.35,47.6,66.61,78,25,6.93
393,Iqaluit,CA,2020-10-31 16:48:48,63.75,-68.51,21.2,79,75,3.36
394,Sabinas,MX,2020-10-31 16:48:48,27.85,-101.12,67.68,42,20,5.55
395,Chapais,CA,2020-10-31 16:47:38,49.78,-74.85,26.6,63,1,11.41
396,Kohlu,PK,2020-10-31 16:44:09,29.9,69.25,57.11,31,0,2.3
397,Nizhneudinsk,RU,2020-10-31 16:48:48,54.91,99.03,18.48,87,92,4.63
398,College,US,2020-10-31 16:47:44,64.86,-147.8,8.01,84,90,2.19
399,Almaznyy,RU,2020-10-31 16:48:48,48.04,40.05,57.2,100,40,15.66
400,Taoudenni,ML,2020-10-31 16:48:48,22.68,-3.98,89.53,12,100,6.91
401,Viking,CA,2020-10-31 16:48:49,53.1,-111.77,28.4,92,20,9.17
402,Lorengau,PG,2020-10-31 16:48:49,-2.02,147.27,80.83,76,15,4.92
403,Nouna,BF,2020-10-31 16:48:49,12.73,-3.87,95.22,17,0,6.82
404,Rocha,UY,2020-10-31 16:48:49,-34.48,-54.33,65.28,58,1,9.78
405,Severo-Yeniseyskiy,RU,2020-10-31 16:48:49,60.37,93.04,4.55,93,35,4.94
406,Bud,US,2020-10-31 16:48:49,39.45,-86.18,51.01,57,1,8.05
407,Dire,ML,2020-10-31 16:48:49,12.28,-10.97,92.34,33,69,1.3
408,Kaeo,NZ,2020-10-31 16:48:49,-35.1,173.78,57.0,96,47,5.44
409,Faya,SA,2020-10-31 16:48:49,18.39,42.45,68.0,60,0,5.82
410,Klaksvik,FO,2020-10-31 16:48:50,62.23,-6.59,50.0,100,100,26.4
411,Malaga,ES,2020-10-31 16:44:25,36.72,-4.42,72.0,64,0,8.05
412,Rayagada,IN,2020-10-31 16:48:50,19.17,83.42,71.38,70,66,2.77
413,Mitsamiouli,KM,2020-10-31 16:48:50,-11.38,43.28,78.12,79,100,7.94
414,Agadir,MA,2020-10-31 16:48:50,30.42,-9.6,82.4,20,0,19.46
415,San Nicolas,PH,2020-10-31 16:48:50,18.17,120.6,73.83,75,99,12.64
416,Longyearbyen,SJ,2020-10-31 16:48:50,78.22,15.64,21.2,79,75,5.82
417,Rochegda,RU,2020-10-31 16:48:50,62.8,43.25,30.74,97,0,3.31
418,Kasempa,ZM,2020-10-31 16:48:51,-13.46,25.83,77.85,21,11,5.26
419,Muzhi,RU,2020-10-31 16:48:51,65.37,64.67,29.62,94,42,12.91
420,Sandur,IN,2020-10-31 16:48:51,15.1,76.55,73.38,64,0,2.35
421,Belyy Yar,RU,2020-10-31 16:48:51,53.6,91.39,33.8,80,75,6.71
422,Chone,EC,2020-10-31 16:48:51,-0.68,-80.1,86.94,52,100,3.15
423,Tsaratanana,MG,2020-10-31 16:48:51,-16.78,47.65,71.13,55,91,9.8
424,Shache,CN,2020-10-31 16:48:51,38.42,77.24,37.38,65,0,4.79
425,Los Alamos,US,2020-10-31 16:48:51,35.89,-106.31,55.99,42,1,5.82
426,Boden,SE,2020-10-31 16:48:51,65.83,21.69,37.4,100,90,2.24
427,Zarand,IR,2020-10-31 16:48:51,30.81,56.56,46.78,46,0,1.5
428,Severo-Kurilsk,RU,2020-10-31 16:48:52,50.68,156.12,42.13,76,100,25.39
429,Macia,MZ,2020-10-31 16:48:52,-25.03,33.1,70.39,82,57,8.01
430,Smithers,CA,2020-10-31 16:48:52,54.78,-127.17,30.2,86,90,3.36
431,Vilyuysk,RU,2020-10-31 16:48:52,63.76,121.62,-9.6,90,76,3.22
432,Tatarsk,RU,2020-10-31 16:48:52,55.22,75.98,33.94,89,44,11.5
433,Torbay,CA,2020-10-31 16:48:52,47.67,-52.73,37.0,69,90,13.87
434,Longonjo,AO,2020-10-31 16:48:52,-12.91,15.25,69.87,72,93,3.53
435,Saint-Pierre,RE,2020-10-31 16:48:52,-21.34,55.48,68.0,64,40,4.7
436,Huainan,CN,2020-10-31 16:48:52,32.63,117.0,61.21,69,76,4.65
437,Arman,RU,2020-10-31 16:48:52,59.7,150.17,31.96,98,100,4.25
438,Siva,EG,2020-10-31 16:48:53,29.2,25.52,70.2,49,0,9.78
439,Killybegs,IE,2020-10-31 16:48:53,54.63,-8.45,50.0,71,75,19.46
440,Tupaciguara,BR,2020-10-31 16:48:53,-18.59,-48.7,82.4,54,75,4.7
441,Kupang,ID,2020-10-31 16:48:53,-10.17,123.58,80.51,75,81,2.68
442,Port Hedland,AU,2020-10-31 16:48:53,-20.32,118.57,77.0,83,0,10.29
443,Marienburg,PL,2020-10-31 16:48:53,54.04,19.03,46.0,92,1,4.34
444,Zabol,AF,2020-10-31 16:48:53,32.25,67.25,43.29,48,0,6.51
445,Izumo,JP,2020-10-31 16:48:53,35.37,132.77,53.6,66,40,2.24
446,Beringovskiy,RU,2020-10-31 16:48:53,63.05,179.32,19.35,93,98,11.14
447,Pouebo,NC,2020-10-31 16:48:54,-20.4,164.57,74.61,82,74,11.92
448,Takaungu,KE,2020-10-31 16:48:54,-3.68,39.86,80.6,78,20,6.93
449,Moree,AU,2020-10-31 16:48:54,-29.47,149.85,53.6,76,0,5.84
450,Antsohihy,MG,2020-10-31 16:48:54,-14.88,47.99,78.84,47,90,12.55
451,Gari,RU,2020-10-31 16:48:54,59.43,62.35,35.1,91,97,9.53
452,Hualmay,PE,2020-10-31 16:48:54,-11.1,-77.61,69.13,66,97,10.02
453,Tecpan,GT,2020-10-31 16:48:54,14.76,-90.99,71.6,60,75,18.34
454,Sambava,MG,2020-10-31 16:48:55,-14.27,50.17,72.72,75,80,15.57
455,Hirara,JP,2020-10-31 16:48:55,24.8,125.28,77.09,75,2,21.32
456,San Policarpo,PH,2020-10-31 16:48:55,12.18,125.51,81.36,80,100,17.4
457,Hambantota,LK,2020-10-31 16:48:55,6.12,81.12,80.6,94,20,3.36
458,Whitianga,NZ,2020-10-31 16:48:55,-36.83,175.7,60.01,96,64,5.01
459,Sao Joao Da Barra,BR,2020-10-31 16:48:39,-21.64,-41.05,75.2,78,90,11.41
460,Lebu,CL,2020-10-31 16:48:55,-37.62,-73.65,61.2,63,9,10.33
461,Luangwa,ZM,2020-10-31 16:48:55,-15.62,30.42,87.8,31,1,8.86
462,Yar-Sale,RU,2020-10-31 16:48:55,66.83,70.83,27.18,96,89,13.09
463,Camabatela,AO,2020-10-31 16:48:56,-8.19,15.38,67.96,93,99,2.44
464,Vardo,NO,2020-10-31 16:48:56,70.37,31.11,35.67,85,70,24.38
465,Charleston,US,2020-10-31 16:48:56,32.78,-79.93,70.0,72,90,18.34
466,Tiarei,PF,2020-10-31 16:48:56,-17.53,-149.33,73.4,83,20,2.24
467,Kedzierzyn-Kozle,PL,2020-10-31 16:48:56,50.35,18.23,46.99,90,18,1.01
468,Arlit,NE,2020-10-31 16:48:56,18.74,7.39,86.76,14,0,18.79
469,Mubi,NG,2020-10-31 16:48:56,10.27,13.26,82.31,30,4,5.64
470,Oussouye,SN,2020-10-31 16:48:56,12.48,-16.55,96.8,50,0,2.24
471,Dunedin,NZ,2020-10-31 16:48:56,-45.87,170.5,48.99,75,0,9.44
472,Plouzane,FR,2020-10-31 16:48:57,48.38,-4.62,53.6,71,75,11.41
473,Tanggu,CN,2020-10-31 16:48:57,39.02,117.65,51.8,62,100,2.24
474,Nam Phong,TH,2020-10-31 16:48:57,16.7,102.86,77.0,94,75,6.93
475,Karratha,AU,2020-10-31 16:48:57,-20.74,116.85,70.5,83,0,11.83
476,Port-Gentil,GA,2020-10-31 16:48:57,-0.72,8.78,84.2,74,20,13.87
477,Thinadhoo,MV,2020-10-31 16:48:57,0.53,72.93,83.23,75,60,9.55
478,Alihe,CN,2020-10-31 16:48:57,50.57,123.72,27.3,96,100,8.72
479,Larsnes,NO,2020-10-31 16:48:57,62.2,5.58,53.01,68,99,7.0
480,Byron Bay,AU,2020-10-31 16:46:35,-28.65,153.62,64.4,82,4,6.93
481,Cap Malheureux,MU,2020-10-31 16:48:58,-19.98,57.61,66.99,71,0,1.99
482,Okaihau,NZ,2020-10-31 16:48:58,-35.32,173.78,57.0,96,60,2.73
483,Indramayu,ID,2020-10-31 16:48:58,-6.33,108.32,75.85,92,98,8.59
484,Oistins,BB,2020-10-31 16:48:58,13.07,-59.53,84.2,79,75,14.99
485,Qasigiannguit,GL,2020-10-31 16:48:58,68.82,-51.19,17.6,67,75,8.05
486,Manaus,BR,2020-10-31 16:48:58,-3.1,-60.02,89.6,66,40,4.7
487,Nacogdoches,US,2020-10-31 16:48:58,31.6,-94.63,63.0,67,1,4.7
488,Aloleng,PH,2020-10-31 16:48:58,16.13,119.78,80.58,73,100,3.13
489,Maryborough,AU,2020-10-31 16:48:58,-25.53,152.7,75.99,83,4,5.01
490,Assai,BR,2020-10-31 16:48:59,-23.37,-50.84,80.6,47,75,11.41
491,Kamarion,GR,2020-10-31 16:48:59,36.8,25.82,66.2,55,20,11.41
492,Umea,SE,2020-10-31 16:46:37,63.83,20.26,43.0,100,75,6.93
493,Rabo De Peixe,PT,2020-10-31 16:48:59,37.8,-25.58,69.8,94,75,14.99
494,Andros Town,BS,2020-10-31 16:48:59,24.7,-77.77,84.2,74,20,12.75
495,Nchelenge,ZM,2020-10-31 16:48:59,-9.35,28.73,78.04,59,6,5.91
496,Slavutych,UA,2020-10-31 16:45:14,51.52,30.73,48.18,91,100,11.95
497,Fairbanks,US,2020-10-31 16:47:30,64.84,-147.72,8.01,84,90,2.19
498,Peruibe,BR,2020-10-31 16:48:59,-24.32,-47.0,66.29,87,100,7.0
499,Angouleme,FR,2020-10-31 16:49:00,45.65,0.15,66.2,68,75,4.7
500,Manacapuru,BR,2020-10-31 16:49:00,-3.3,-60.62,89.6,59,40,4.7
501,Portland,US,2020-10-31 16:45:29,45.52,-122.68,42.8,81,40,3.87
502,Priargunsk,RU,2020-10-31 16:49:00,50.37,119.1,24.03,95,99,9.86
503,Kodino,RU,2020-10-31 16:49:00,63.72,39.64,30.45,97,0,2.8
504,Cayenne,GF,2020-10-31 16:47:13,4.93,-52.33,91.4,55,100,11.41
505,Lae,PG,2020-10-31 16:49:00,-6.72,146.98,76.24,77,99,5.53
506,Krasnovishersk,RU,2020-10-31 16:49:00,60.41,57.08,33.42,96,100,4.36
507,Flinders,AU,2020-10-31 16:49:00,-34.58,150.86,62.01,81,56,5.01
508,Aswan,EG,2020-10-31 16:49:01,24.09,32.91,83.77,24,0,10.27
509,Townsville,AU,2020-10-31 16:49:01,-19.25,146.8,77.0,83,40,1.12
510,Mount Isa,AU,2020-10-31 16:49:01,-20.73,139.5,66.2,29,0,6.93
511,Tateyama,JP,2020-10-31 16:49:01,34.98,139.87,53.6,71,0,9.17
512,Mapastepec,MX,2020-10-31 16:46:06,15.43,-92.9,88.61,52,2,3.38
513,Biak,ID,2020-10-31 16:49:01,-0.91,122.88,77.74,74,98,4.94
514,Huambo,AO,2020-10-31 16:49:01,-12.78,15.74,65.03,79,89,8.28
515,Port Lincoln,AU,2020-10-31 16:49:01,-34.73,135.87,53.82,84,0,11.36
516,Abu Dhabi,AE,2020-10-31 16:49:01,24.47,54.37,82.4,65,0,5.82
517,Nichinan,JP,2020-10-31 16:49:02,31.6,131.37,63.86,79,91,6.69
518,Cooma,AU,2020-10-31 16:49:02,-36.23,149.13,48.2,100,90,14.99
519,Sorong,ID,2020-10-31 16:49:02,-0.88,131.25,80.92,83,60,12.57
520,Kaniama,CD,2020-10-31 16:49:02,-7.57,24.18,70.21,86,18,3.31
521,Apac,UG,2020-10-31 16:49:02,1.98,32.54,67.73,88,98,2.62
522,Kudahuvadhoo,MV,2020-10-31 16:49:02,2.67,72.89,83.53,71,28,5.06
523,Jawhar,SO,2020-10-31 16:49:02,2.78,45.5,78.85,79,41,11.39
524,Aklavik,CA,2020-10-31 16:49:02,68.22,-135.01,-4.0,83,75,3.36
525,Buzmeyin,TM,2020-10-31 16:49:03,38.05,58.21,59.0,30,0,6.93
526,La Cruz,MX,2020-10-31 16:49:03,23.92,-106.9,88.0,52,0,4.0
527,Sechura,PE,2020-10-31 16:49:03,-5.56,-80.82,73.69,60,98,8.12
528,Faanui,PF,2020-10-31 16:49:03,-16.48,-151.75,78.48,76,33,19.19
529,Male,MV,2020-10-31 16:49:03,4.17,73.51,84.2,79,20,3.36
530,Loubomo,CG,2020-10-31 16:49:03,-4.2,12.67,76.26,88,88,5.1
531,Tokur,RU,2020-10-31 16:49:03,53.13,132.9,27.91,97,100,3.31
532,Pangoa,PE,2020-10-31 16:49:04,-12.12,-73.0,66.87,96,100,0.31
533,Muravlenko,RU,2020-10-31 16:49:04,63.79,74.52,29.64,98,100,15.57
534,Akyab,MM,2020-10-31 16:49:04,20.15,92.9,80.33,82,100,6.29
535,Tongliao,CN,2020-10-31 16:49:04,43.61,122.27,43.48,53,37,11.36
536,Plettenberg Bay,ZA,2020-10-31 16:49:04,-34.05,23.37,60.75,76,4,11.95
537,Shimoda,JP,2020-10-31 16:49:04,34.67,138.95,56.88,62,0,8.23
538,Tilichiki,RU,2020-10-31 16:49:04,60.47,166.1,25.32,98,45,7.0
539,Bontang,ID,2020-10-31 16:49:04,0.13,117.5,77.27,85,96,6.15
540,Guntakal,IN,2020-10-31 16:44:09,15.17,77.38,75.31,63,2,3.74
541,Kriel,ZA,2020-10-31 16:49:05,-26.27,29.23,64.0,76,99,11.01
542,Pekan,MY,2020-10-31 16:49:05,3.48,103.4,80.6,88,20,3.31
543,Kushima,JP,2020-10-31 16:49:05,31.46,131.23,62.76,84,90,6.31
544,Te Anau,NZ,2020-10-31 16:49:05,-45.42,167.72,44.67,79,63,6.87
545,Tsiroanomandidy,MG,2020-10-31 16:49:05,-18.77,46.03,75.51,61,71,7.25
546,Ambagarh Chauki,IN,2020-10-31 16:49:05,20.78,80.72,68.25,60,0,1.61
547,Corning,US,2020-10-31 16:49:05,42.14,-77.05,39.2,55,90,4.7
548,Varhaug,NO,2020-10-31 16:49:05,58.61,5.65,50.0,99,91,7.0
549,Pampa,US,2020-10-31 16:49:05,35.54,-100.96,64.4,42,1,17.22
550,Noumea,NC,2020-10-31 16:44:23,-22.28,166.46,77.0,53,0,5.82
551,Sulangan,PH,2020-10-31 16:49:05,11.14,123.72,83.03,80,100,25.21
552,Yangshe,CN,2020-10-31 16:49:06,31.89,120.61,63.0,80,76,6.35
553,George Town,MY,2020-10-31 16:49:06,5.41,100.34,82.4,88,40,11.41
554,Kikwit,CD,2020-10-31 16:49:06,-5.04,18.82,74.84,89,45,0.4
555,Makokou,GA,2020-10-31 16:49:06,0.57,12.86,73.11,93,79,2.68
556,Coari,BR,2020-10-31 16:49:06,-4.08,-63.14,90.37,58,86,2.86
557,Makakilo City,US,2020-10-31 16:49:06,21.35,-158.09,71.6,88,1,3.36
558,Emerald,AU,2020-10-31 16:49:06,-23.53,148.17,62.6,48,0,8.05
559,Sabang,ID,2020-10-31 16:49:06,5.89,95.32,82.36,78,100,11.88
560,Clearwater,US,2020-10-31 16:49:07,27.97,-82.8,82.0,61,75,8.05
561,Havoysund,NO,2020-10-31 16:49:07,71.0,24.66,37.4,74,100,13.87
562,Camopi,GF,2020-10-31 16:49:07,3.17,-52.32,97.92,35,90,7.67
563,Krabi,TH,2020-10-31 16:49:07,8.07,98.91,77.0,94,20,3.36
564,Bubaque,GW,2020-10-31 16:49:07,11.28,-15.83,85.73,60,65,6.08
565,Mbandaka,CD,2020-10-31 16:49:07,0.05,18.26,75.4,91,55,0.87
566,Maniitsoq,GL,2020-10-31 16:49:07,65.42,-52.9,21.11,86,84,5.17
567,Iranshahr,IR,2020-10-31 16:49:07,27.2,60.68,75.2,10,0,4.7
568,Puerto Del Rosario,ES,2020-10-31 16:49:07,28.5,-13.86,77.0,65,0,13.87
569,Price,US,2020-10-31 16:44:28,39.6,-110.81,41.0,52,1,3.36
570,Serowe,BW,2020-10-31 16:49:08,-22.38,26.72,77.05,29,30,8.79
571,Okahandja,NA,2020-10-31 16:49:08,-21.98,16.92,87.8,16,84,6.93
572,Mount Pleasant,US,2020-10-31 16:45:28,32.79,-79.86,70.0,73,75,10.29
573,Camacha,PT,2020-10-31 16:49:08,33.08,-16.33,73.4,73,20,9.17
574,Pisco,PE,2020-10-31 16:44:18,-13.7,-76.22,68.0,77,84,11.41
575,Rincon,US,2020-10-31 16:49:08,32.3,-81.24,71.6,56,40,17.22
576,Novocheremshansk,RU,2020-10-31 16:49:08,54.36,50.17,40.89,84,100,3.78
577,Palu,ID,2020-10-31 16:49:08,-0.89,119.87,74.97,79,67,2.68
578,Camapua,BR,2020-10-31 16:46:17,-19.53,-54.04,84.88,52,87,8.77
579,Qandala,SO,2020-10-31 16:49:09,11.47,49.87,80.24,72,38,7.45
580,Camalu,MX,2020-10-31 16:49:09,30.85,-116.07,74.05,37,45,2.37
581,Copiapo,CL,2020-10-31 16:49:09,-27.37,-70.33,62.6,59,20,5.82
582,Morshansk,RU,2020-10-31 16:49:09,53.44,41.81,43.32,93,76,7.63
583,Show Low,US,2020-10-31 16:46:39,34.25,-110.03,62.01,30,1,2.91
584,Mahon,ES,2020-10-31 16:49:09,39.89,4.27,64.4,77,0,4.7
585,Sisophon,KH,2020-10-31 16:49:09,13.59,102.97,76.3,91,89,0.54
